Subject_ID,CE.14.0.,CE.17.0.,CE.18.2.,CE.20.5.,CER.22.0.,CER.22.1.,CER.24.0.,DAG.14.0.18.1.,DAG.16.0.16.1.,DAG.16.0.18.1.,DAG.16.0.20.4.,DAG.16.1.18.1.,DAG.18.0.18.1.,DAG.18.1.18.1.,DAG.18.1.18.2.,DAG.18.1.20.4.,LPC.17.0.,LPC.20.4.,LPE.18.1.,LPE.20.4.,PC.16.0.20.2.,PC.16.0.20.3.,PC.16.0.20.5.,PC.17.0.18.1.,PC.17.0.18.2.,PC.18.0.20.3.,PC.18.1.20.5.,PC.18.2.18.2.,SM.24.0.,TAG45.0.FA15.0,TAG46.0.FA18.0,TAG46.1.FA14.0,TAG46.1.FA16.1,TAG46.2.FA14.0,TAG46.3.FA12.0,TAG46.3.FA18.3,TAG47.0.FA16.0,TAG47.0.FA17.0,TAG47.1.FA14.0,TAG47.1.FA16.0,TAG47.1.FA18.1,TAG47.2.FA14.0,TAG47.2.FA15.0,TAG47.2.FA16.1,TAG48.0.FA16.0,TAG48.1.FA14.1,TAG48.1.FA16.0,TAG48.1.FA16.1,TAG48.2.FA14.0,TAG48.2.FA16.0,TAG48.2.FA16.1,TAG48.2.FA18.2,TAG48.3.FA12.0,TAG48.3.FA14.1,TAG48.3.FA16.1,TAG48.3.FA18.1,TAG48.3.FA18.2,TAG48.3.FA18.3,TAG48.4.FA18.1,TAG48.4.FA18.3,TAG48.5.FA18.2,TAG49.0.FA16.0,TAG49.1.FA15.0,TAG49.1.FA16.0,TAG49.1.FA16.1,TAG49.1.FA17.0,TAG49.1.FA18.1,TAG49.2.FA14.0,TAG49.2.FA15.0,TAG49.2.FA16.0,TAG49.2.FA18.1,TAG49.2.FA18.2,TAG49.3.FA16.1,TAG49.3.FA18.2,TAG49.3.FA18.3,TAG50.0.FA16.0,TAG50.0.FA18.0,TAG50.1.FA16.0,TAG50.1.FA16.1,TAG50.1.FA18.0,TAG50.1.FA18.1,TAG50.2.FA16.0,TAG50.2.FA16.1,TAG50.2.FA18.1,TAG50.2.FA18.2,TAG50.3.FA14.0,TAG50.3.FA16.0,TAG50.3.FA16.1,TAG50.3.FA18.1,TAG50.3.FA18.3,TAG50.3.FA20.3,TAG50.4.FA16.0,TAG50.4.FA20.4,TAG50.5.FA16.0,TAG51.0.FA17.0,TAG51.0.FA18.0,TAG51.1.FA18.1,TAG51.2.FA16.1,TAG51.2.FA18.2,TAG51.3.FA15.0,TAG51.3.FA16.1,TAG51.3.FA17.0,TAG51.3.FA18.2,TAG51.3.FA18.3,TAG51.4.FA15.0,TAG51.4.FA18.2,TAG51.4.FA20.4,TAG51.5.FA18.2,TAG52.1.FA16.0,TAG52.1.FA16.1,TAG52.1.FA18.0,TAG52.1.FA18.1,TAG52.1.FA20.1,TAG52.2.FA14.0,TAG52.2.FA16.0,TAG52.2.FA16.1,TAG52.2.FA18.0,TAG52.2.FA18.1,TAG52.2.FA18.2,TAG52.2.FA20.1,TAG52.2.FA20.2,TAG52.3.FA16.0,TAG52.3.FA16.1,TAG52.3.FA18.1,TAG52.3.FA18.2,TAG52.3.FA18.3,TAG52.3.FA20.0,TAG52.3.FA20.2,TAG52.3.FA20.3,TAG52.4.FA16.0,TAG52.4.FA16.1,TAG52.4.FA18.0,TAG52.4.FA18.1,TAG52.4.FA18.2,TAG52.4.FA18.3,TAG52.4.FA20.0,TAG52.4.FA20.4,TAG52.4.FA22.1,TAG52.4.FA22.4,TAG52.5.FA14.0,TAG52.5.FA16.1,TAG52.5.FA18.2,TAG52.5.FA20.4,TAG52.5.FA20.5,TAG52.5.FA22.5,TAG52.6.FA16.0,TAG52.7.FA18.1,TAG52.8.FA18.2,TAG53.2.FA16.0,TAG53.4.FA16.0,TAG53.4.FA17.0,TAG53.4.FA20.4,TAG54.2.FA18.2,TAG54.2.FA20.1,TAG54.2.FA20.2,TAG54.3.FA16.0,TAG54.3.FA16.1,TAG54.3.FA18.1,TAG54.3.FA18.2,TAG54.3.FA20.1,TAG54.3.FA20.2,TAG54.3.FA20.3,TAG54.4.FA16.0,TAG54.4.FA16.1,TAG54.4.FA18.0,TAG54.4.FA18.1,TAG54.4.FA18.2,TAG54.4.FA20.2,TAG54.4.FA20.3,TAG54.4.FA22.1,TAG54.4.FA22.4,TAG54.5.FA16.0,TAG54.5.FA16.1,TAG54.5.FA18.0,TAG54.5.FA18.1,TAG54.5.FA18.2,TAG54.5.FA20.4,TAG54.5.FA20.5,TAG54.5.FA22.1,TAG54.5.FA22.4,TAG54.5.FA22.5,TAG54.6.FA18.2,TAG54.6.FA18.3,TAG54.6.FA20.4,TAG54.6.FA20.5,TAG54.6.FA22.6,TAG54.8.FA18.2,TAG54.8.FA20.5,TAG56.3.FA18.0,TAG56.3.FA20.0,TAG56.4.FA16.0,TAG56.4.FA20.1,TAG56.5.FA18.2,TAG56.6.FA22.5,TAG56.9.FA20.4,TAG56.9.FA20.5,TAG58.10.FA20.5,TAG58.6.FA16.0,TAG58.7.FA16.0,TAG60.11.FA22.6
ZYHHR4Z-E11,18.7486,9.4234,1760.2027,31.0464,0.4921,0.04741674,1.7726,0.011722073,0.014446476,2.1256,0.1722,0.4512,0.7814,3.1837,2.5129,0.3616,2.64,5.06,1.7131,0.4819,5.3917,65.5542,13.7021,2.5583,5.2232,33.8396,0.010150211,17.3208,28.2957,0.0319,0.0702,0.3797,0.1424,0.2139,0.072813099,0.0375,0.2421,0.0585,0.1135,0.1417,0.1458,0.065,0.0647,0.0344,3.5537,0.0722,4.6819,0.8028,1.9048,2.3925,0.7698,2.0383,0.3921,0.2759,0.3219,0.4987,0.9225,0.2091,0.0564,0.0997,0.034412943,0.4485,0.875,1.3786,0.0997,0.1768,1.2465,0.1383,0.5888,0.6893,0.3997,0.6969,0.1169,0.1906,0.0729,5.2508,1.8656,36.9282,0.9383,1.3455,22.1107,25.8949,6.9025,16.1417,12.1168,3.9059,5.4689,4.0621,4.7858,1.4295,0.0611,0.5235,0.1568,0.0626,0.2084,0.1961,1.7961,0.2559,0.9356,1.3325,0.2263,0.1947,1.9557,0.1211,0.4726,0.657,0.0565,0.0867,14.2307,0.1562,10.558,18.5735,0.1417,0.0784,80.1962,1.532,6.4464,133.3071,9.8942,0.1142,0.1513,78.4895,6.7319,77.4068,71.594,1.1192,0.1892,0.174,0.3873,24.4056,5.6264,0.1066,9.9238,35.3887,8.1655,0.1568,1.0394,0.0557,0.022547317,0.1156,1.8615,4.3524,0.6508,0.2298,0.1211,0.2463,0.1548,0.0819,0.5132,0.1403,0.7464,0.1011,1.2692,0.8014,0.1197,1.3682,0.1087,54.505,9.3122,0.4506,0.9039,0.2538,1.8945,0.1562,3.4416,40.9945,23.3015,0.5008,1.964,0.1011,0.1293,2.1435,0.2181,0.4953,13.031,15.0012,5.6972,0.1623,0.0874,0.0757,0.3219,5.2198,2.7819,3.4719,1.1357,0.3364,0.1348,0.1039,0.2064,0.2628,0.1073,0.3832,0.571,2.2907,0.388,0.3687,0.1548,0.0352,0.010970166,0.1032
ZYHHR4Z-E12,19.0703,10.7259,1991.5809,36.4846,0.5171,0.002629562,1.8715,0.218,0.1459,2.5202,0.1554,0.3359,0.8384,3.5682,2.7333,0.4542,4.1987,5.6952,1.7129,0.4456,7.28,72.3653,14.7322,2.7377,5.3978,32.5804,1.9897,19.9578,28.1249,0.0374,0.1091,0.4825,0.2178,0.202,0.0431,0.041,0.3077,0.0756,0.1358,0.1324,0.1615,0.0598,0.0701,0.0473,5.0143,0.1161,5.8095,0.9892,2.3415,2.8837,0.9408,2.4585,0.4223,0.362,0.3832,0.565,1.0248,0.3008,0.0657,0.122,0.0364,0.5685,1.1897,1.6565,0.163,0.2114,1.4969,0.1338,0.729,0.7966,0.4499,0.8248,0.1521,0.2168,0.0914,6.9735,2.5602,45.4247,1.1705,1.7607,27.1943,32.3098,8.427,18.7697,15.1165,4.4306,6.9152,5.079,5.4119,1.7315,0.0652,0.685,0.1926,0.0686,0.2692,0.245,2.1977,0.3077,1.1443,1.6604,0.2642,0.2129,2.4215,0.1482,0.5685,0.8253,0.0736,0.1032,17.3948,0.1887,13.2033,22.1083,0.2005,0.0607,92.3828,1.7533,7.8121,154.9402,12.1953,0.1225,0.1709,93.8738,7.865,91.0844,85.3362,1.331,0.2252,0.1753,0.4213,30.522,6.7207,0.1383,11.9785,44.1757,9.3703,0.1896,1.2199,0.0504,0.0395,0.1264,2.3316,5.283,0.7077,0.2677,0.1605,0.2869,0.1669,0.1008,0.6109,0.1442,0.9458,0.1082,1.5285,0.9112,0.1417,1.6466,0.1329,61.8243,11.0475,0.523,1.0312,0.3161,2.2131,0.1654,4.0913,46.3072,26.9424,0.5912,2.3118,0.0795,0.1338,2.5449,0.2504,0.5694,15.401,17.3256,6.5676,0.1896,0.0854,0.1027,0.5556,6.3438,3.3119,4.0621,1.3433,0.5284,0.1778,0.1422,0.2405,0.3269,0.1106,0.4405,0.562,2.9637,0.4158,0.4015,0.1575,0.0444,0.0479,0.1225
ZYHHR4Z-E13,19.1805,10.0896,1792.9302,31.9918,0.495,0.032584606,1.7432,0.1899,0.018988039,2.1368,0.1184,0.3305,0.7863,3.2678,2.246,0.367,3.0181,4.6504,1.6538,0.4965,7.4864,65.286,14.3211,2.5169,5.7632,32.3895,2.2491,18.2309,27.5313,0.005918113,0.0671,0.3242,0.1412,0.1381,0.0248353,0.0241,0.1951,0.0539,0.0902,0.1134,0.1361,0.0338,0.0464,0.03133464,3.1794,0.0781,4.2729,0.7331,1.6532,2.1917,0.7845,1.7823,0.2949,0.2662,0.2833,0.4175,0.7603,0.2027,0.0483,0.0993,0.0318,0.3822,0.8929,1.2322,0.1104,0.1679,1.1314,0.0978,0.5944,0.5838,0.3655,0.6524,0.1069,0.179,0.0807,4.8205,1.6426,34.6835,0.9105,1.2186,21.0253,25.1369,6.8609,14.7609,11.6788,3.3059,5.2999,3.9845,4.1812,1.2922,0.0568,0.5259,0.1386,0.0545,0.2047,0.1462,1.6209,0.2324,0.904,1.3517,0.1981,0.176,1.936,0.1079,0.4785,0.6554,0.0509,0.0827,13.3391,0.1341,9.7377,17.135,0.1346,0.0483,73.8356,1.3603,5.9186,125.9426,9.35,0.1008,0.1397,75.5669,6.2075,73.8804,68.5074,1.0895,0.1734,0.1487,0.356,24.917,5.55,0.1018,9.5643,35.7962,7.7997,0.1593,0.962,0.0514,0.0207,0.0958,1.8776,4.2941,0.6025,0.2052,0.1225,0.2491,0.1386,0.0797,0.4543,0.1129,0.7366,0.0902,1.1304,0.6912,0.1089,1.3356,0.0837,50.0504,8.6245,0.4477,0.8425,0.2355,1.7873,0.1326,3.1516,37.3541,21.8375,0.478,1.9063,0.0802,0.1124,2.1397,0.1855,0.4754,12.8228,14.1342,5.6307,0.1785,0.0771,0.0781,0.4659,5.1794,2.7321,3.4773,1.1213,0.4785,0.1417,0.1291,0.177,0.2571,0.1074,0.3489,0.4951,2.5723,0.3383,0.3413,0.1356,0.0313,0.0418,0.1185
ZYHHR4Z-E14,17.8584,10.7788,1898.8624,34.9471,0.513,0.0395,1.766,0.1884,0.1729,2.4897,0.1686,0.3699,0.8459,3.5351,2.181,0.4803,3.9986,4.9682,1.6098,0.3774,6.9442,70.2041,16.68,2.2374,5.1798,30.7811,2.7368,19.3158,27.7409,0.0295,0.0636,0.355,0.1415,0.1376,0.026,0.0277,0.2403,0.0608,0.0876,0.1236,0.1388,0.0465,0.0496,0.0391,3.4413,0.0748,4.5971,0.8031,1.7472,2.2022,0.7376,1.8468,0.2895,0.2407,0.2705,0.3833,0.729,0.2353,0.0577,0.0891,0.022,0.3953,0.9391,1.3449,0.1066,0.1605,1.1887,0.0984,0.5705,0.6333,0.3291,0.6151,0.1132,0.1856,0.0872,5.0897,1.791,35.9032,0.9321,1.2604,21.8597,25.8192,6.9981,14.8136,12.2757,3.4076,5.5528,4.175,4.0676,1.4433,0.0437,0.5953,0.1519,0.0484,0.1965,0.1388,1.7135,0.2287,0.9271,1.3131,0.2178,0.1717,1.9111,0.1074,0.4961,0.6678,0.057,0.0872,13.6167,0.1519,10.0127,17.8196,0.1434,0.0477,76.3755,1.2988,6.171,128.0902,9.6875,0.0996,0.1597,77.3016,6.3632,75.3923,70.6634,1.074,0.1504,0.1562,0.3802,25.4902,5.6454,0.0891,9.486,36.3369,8.0938,0.1465,1.0488,0.0481,0.007926265,0.0853,1.8689,4.3351,0.6349,0.2469,0.1116,0.2527,0.1527,0.0775,0.4349,0.119,0.7058,0.0915,1.1441,0.7624,0.1128,1.3271,0.0791,48.9665,8.8689,0.4321,0.8279,0.2577,1.9216,0.1306,3.1824,37.221,21.402,0.5178,1.9774,0.0744,0.1077,2.1716,0.2139,0.4166,12.499,14.1749,5.8656,0.1767,0.0624,0.0709,0.3465,5.1133,2.8216,3.6099,1.1604,0.3775,0.1469,0.1329,0.1907,0.2508,0.1097,0.3182,0.4593,2.1786,0.3453,0.3426,0.1492,0.0363,0.0341,0.107
ZYHHR4Z-E15,19.1718,10.4041,1836.7996,33.0922,0.4851,0.0445,1.9138,0.1618,0.014308821,2.098,0.1475,0.3964,0.6949,3.1403,2.4719,0.482,3.0493,4.8286,1.4929,0.5425,7.702,71.405,17.7455,2.5274,5.8213,34.2081,2.5273,17.7285,28.7093,0.013599522,0.0556,0.3285,0.1268,0.1599,0.034,0.026,0.2146,0.0478,0.0809,0.1052,0.1176,0.0421,0.0493,0.0299,3.1464,0.0731,4.2772,0.737,1.7405,2.1811,0.7269,1.9187,0.3028,0.2587,0.2945,0.3823,0.7172,0.2233,0.0505,0.0864,0.0295,0.3533,0.8592,1.2337,0.0905,0.1539,1.1684,0.1075,0.6037,0.6308,0.3349,0.5982,0.102,0.1516,0.0721,4.6447,1.6559,34.1313,0.9107,1.2121,20.7724,26.0861,6.7431,14.6565,12.3665,3.384,5.656,4.2946,4.1945,1.3697,0.0524,0.6019,0.1429,0.0629,0.1778,0.1346,1.6876,0.1907,0.9157,1.3412,0.2169,0.1737,1.9739,0.1048,0.488,0.714,0.0538,0.0946,12.9041,0.1218,9.5592,17.1389,0.1337,0.0469,73.5731,1.3683,5.9505,123.6537,9.8018,0.0905,0.1236,76.9488,6.2689,75.5649,71.4853,1.1082,0.187,0.1613,0.3625,25.8628,5.7502,0.1006,9.9139,38.0253,7.9441,0.1668,1.0604,0.0455,0.0266,0.0891,1.984,4.5312,0.6685,0.2325,0.1273,0.2587,0.1314,0.0781,0.4438,0.1121,0.7361,0.1071,1.1505,0.7384,0.1025,1.3669,0.1052,47.8587,8.5134,0.4337,0.8312,0.2573,1.8654,0.1479,3.1478,37.3434,21.7602,0.5008,1.9647,0.0717,0.1135,2.2284,0.2155,0.4328,12.8958,14.5549,5.9014,0.1585,0.0689,0.0556,0.4379,5.3546,2.9328,3.8903,1.2075,0.4167,0.1571,0.1245,0.1879,0.2642,0.108,0.3193,0.4801,2.4839,0.3777,0.3547,0.1392,0.0411,0.0503,0.1172
ZY7IW45-E11,24.9978,7.5777,1237.4177,24.7165,1.2467,0.0623,4.1221,1.6777,1.1197,9.3757,0.4233,3.0829,3.3573,12.4015,5.8593,1.0209,2.6835,3.7516,1.1449,0.2913,5.9989,109.8517,15.2475,1.6658,3.3679,49.3638,1.8516,8.7712,27.721,0.9839,2.7735,15.9016,6.5003,5.4418,0.6541,0.6321,5.2827,1.0855,2.3691,2.5177,2.6458,0.7792,0.8988,0.556,72.7416,1.5163,93.6086,18.6736,30.2068,37.8206,22.6296,24.196,4.4269,3.5817,5.8837,5.9483,10.9232,2.6549,0.6025,1.2426,0.2502,6.6289,8.6657,14.3032,1.4663,2.7214,12.0102,1.5374,4.7492,5.2146,4.6006,4.2648,0.8668,1.5153,0.4359,59.7836,25.4111,304.4985,14.8427,21.8409,180.5587,202.4895,91.805,183.7981,66.2018,28.6529,42.7745,41.5899,41.1751,6.9036,1.178,4.497,2.6679,0.507,2.0318,2.0934,14.1821,2.6298,4.9714,5.4088,1.9903,1.0629,8.8649,0.5235,1.4668,2.3221,0.4899,0.2422,105.7634,1.5719,83.0613,127.702,1.7175,0.7332,428.9191,13.516,40.3518,684.3976,46.722,1.5649,1.3287,286.9572,48.2714,319.8398,258.908,4.5075,0.6201,1.5969,3.3129,74.8405,28.0309,0.6341,43.2069,110.6743,27.1031,0.4424,7.2369,0.2007,0.3848,1.0309,7.5822,14.5009,6.8591,1.0534,0.8312,1.0379,1.106,0.3964,2.8896,0.599,1.7581,0.543,5.5179,5.8867,0.7422,7.6368,0.6971,218.0345,32.5869,2.6964,4.9939,1.8441,11.4251,0.9443,10.7691,123.6978,70.2644,2.4617,12.6627,0.2517,0.9033,11.1759,1.5058,1.5434,39.2919,43.4836,25.9626,0.6306,0.2302,0.9574,1.9262,20.273,6.4743,13.2583,3.7013,1.9542,0.4664,0.2572,0.9403,0.8322,0.7792,1.2586,1.5304,7.1504,0.3964,0.3228,0.1411,0.3128,0.4234,0.1666
ZY7IW45-E12,29.0301,7.8872,1352.5396,26.8295,1.3624,0.0972,4.7157,1.6128,1.0951,8.5531,0.3118,3.177,2.9845,12.3086,7.1605,1.0417,2.1044,4.2276,1.2206,0.4908,7,113.4558,14.5388,2.1,3.907,63.7083,2.2124,8.7297,30.7684,0.5766,1.3095,12.8317,6.087,3.976,0.5285,0.3794,3.6958,0.7534,1.9619,2.2553,2.0418,0.6277,0.6457,0.5459,54.9084,1.3047,88.3225,18.6902,27.2278,34.9634,23.8994,19.8236,3.0519,3.2912,5.9355,4.7534,9.5928,2.2186,0.4323,1.1327,0.1659,4.9115,7.3027,12.4728,1.3768,2.5811,10.1418,1.5115,4.1684,4.6999,4.4546,3.504,0.888,1.3438,0.3644,48.8611,18.6734,285.3733,15.1393,18.793,166.2353,196.2845,96.6515,186.6306,58.0379,26.4565,42.2487,44.1841,38.4993,6.1573,1.1123,4.3981,2.1699,0.4846,1.5482,1.4027,12.5906,2.7146,4.24,4.8683,2.1362,1.057,8.2202,0.4642,1.3143,2.0629,0.3938,0.1978,98.5839,1.4857,72.7779,116.8562,1.4117,0.6115,430.9371,13.3127,35.7126,707.0023,42.6233,1.4706,1.3179,281.4079,50.7731,322.9839,254.3021,4.1612,0.5886,1.7003,3.1643,71.1985,28.9173,0.5351,42.8565,106.0759,26.4306,0.4275,6.6034,0.1744,0.4293,1.0329,7.6977,13.8652,6.7315,1.1814,1.5266,0.9758,0.962,0.3151,2.6845,0.5201,1.6763,0.4581,4.2213,5.4448,0.7323,7.6123,0.7606,202.9377,27.2874,2.5384,5.125,1.9095,11.4543,1.0095,9.0156,111.1853,61.5485,2.3671,12.8455,0.2351,0.9578,10.8326,1.7761,1.3336,33.8078,35.5472,25.7127,0.8303,0.181,1.1508,4.2321,14.9192,5.4346,13.0494,4.4119,3.1325,0.3481,0.288,0.7954,0.5471,0.8315,0.9548,1.3799,13.7143,0.3938,0.303,0.1635,0.3157,0.365,0.2038
ZY7IW45-E13,23.6816,6.8311,1249.6052,24.4257,1.1645,0.0691,4.0884,1.2426,0.9284,7.2199,0.4138,2.8098,2.6003,10.8578,5.8731,1.1557,1.5456,3.1984,0.9483,0.3129,6.5063,91.7902,13.3457,1.6,2.9758,55.5431,2.4113,7.9942,29.5914,0.439,1.142,11.4528,5.4819,3.6575,0.4624,0.3336,2.9675,0.6259,1.7598,1.9249,1.7196,0.5781,0.6335,0.5134,47.6629,1.1887,78.1422,16.5126,25.0968,31.6621,21.7772,18.0426,2.8681,3.1191,5.5471,4.3589,8.8439,1.9211,0.4461,0.9904,0.1733,4.1335,6.5218,11.267,1.2648,2.2514,8.8336,1.3094,3.7499,4.1747,4.053,3.0892,0.8307,1.2871,0.3466,42.2571,16.354,255.7518,13.8982,16.8739,148.2847,179.7074,87.6669,170.2957,51.917,24.3612,39.4498,40.4777,35.8923,5.4885,0.9779,4.1758,1.9276,0.4471,1.3278,1.1904,11.242,2.5644,3.864,4.3486,1.9592,0.9589,7.6035,0.3923,1.1882,1.9092,0.357,0.2054,86.7085,1.2996,65.0122,106.1792,1.2501,0.5531,393.7226,12.1923,32.2934,636.185,38.1904,1.3784,1.1377,258.0146,47.3516,295.0825,232.2392,3.8129,0.5129,1.5234,2.9257,68.0265,27.4977,0.5178,40.1262,99.706,24.4128,0.3732,5.778,0.1766,0.2961,0.8834,7.3808,13.2805,6.1502,0.8171,0.7411,0.8758,0.8867,0.3205,2.3916,0.4988,1.5071,0.4221,3.8607,5.012,0.6677,6.9472,0.7144,181.5849,24.8295,2.3438,4.6827,1.7,10.2608,0.9258,8.1707,101.94,57.1365,2.2313,11.7913,0.2124,0.8503,10.1723,1.5006,1.2121,31.3883,33.1024,23.2007,0.5362,0.1701,0.9166,1.9304,14.2498,5.2554,11.6903,3.3429,1.7712,0.3271,0.2423,0.74,0.4667,0.7438,0.8552,1.2974,7.4601,0.3934,0.2858,0.1532,0.3097,0.3564,0.1766
ZY7IW45-E14,23.976,7.1461,1203.2298,23.7233,1.0927,0.067,3.9513,1.3806,0.9299,7.2866,0.3259,2.7404,2.5748,10.8694,5.2085,0.9931,2.2399,3.4343,0.8744,0.2806,6.0392,105.8977,12.292,1.8392,3.1743,48.3599,1.8629,6.4811,26.3906,0.3796,1.0094,9.8914,4.7042,3.1322,0.4175,0.3185,2.6081,0.5286,1.4582,1.6674,1.4644,0.4782,0.5259,0.4577,42.2603,1.075,69.339,14.5282,21.7526,27.733,18.971,15.6429,2.5167,2.733,4.8237,3.6336,7.7664,1.6567,0.3493,0.8609,0.1387,3.7416,5.7801,10.1269,1.1723,1.9966,7.9872,1.2075,3.3682,3.7719,3.6461,2.7121,0.7222,1.1227,0.3082,37.9697,14.34,226.3931,12.277,14.8721,133.0427,161.361,79.444,153.7061,47.407,22.0082,35.2567,36.4709,32.2052,4.9036,0.9037,3.5507,1.6736,0.3729,1.2311,1.1303,10.1992,2.2709,3.4668,4.0315,1.7584,0.8127,6.8702,0.3908,1.125,1.72,0.3073,0.1775,80.3848,1.187,59.2018,96.5426,1.0897,0.5339,359.3823,11.168,29.4485,579.8385,34.8044,1.2494,1.0697,235.3265,43.1235,270.3393,214.8777,3.4017,0.4764,1.3988,2.6474,60.0131,24.5356,0.4733,36.6739,90.3114,22.4449,0.3444,5.2961,0.1396,0.3002,0.8493,6.5674,11.9866,5.3059,0.8145,0.8163,0.7842,0.819,0.2882,2.1955,0.4652,1.3574,0.3783,3.5324,4.681,0.5964,6.4385,0.6374,167.3397,23.0775,2.1906,4.4472,1.53,9.5595,0.8778,7.6682,93.5869,51.9082,2.0853,11.0815,0.1998,0.7275,9.1197,1.3953,1.0906,28.6978,30.2742,20.4956,0.5197,0.1606,0.8194,2.1893,12.8234,4.569,10.6921,3.2313,1.8168,0.2855,0.2052,0.6834,0.4483,0.6508,0.8582,1.2218,7.6509,0.3386,0.2471,0.1352,0.2556,0.3461,0.1726
ZY7IW45-E15,24.0347,6.7156,1161.0256,23.4309,1.0909,0.0508,3.8565,0.9922,0.691,5.677,0.2794,2.2686,2.0497,8.8307,5.0829,0.8893,1.8256,3.8403,0.8731,0.339,5.9261,91.9648,13.4242,2.045,2.3236,56.0903,2.2778,5.8949,28.4492,0.278,0.6518,8.0464,3.8004,2.5986,0.3484,0.2212,1.8825,0.3624,1.1703,1.3548,1.1445,0.4,0.4101,0.3838,31.3937,0.8805,54.5631,11.6754,18.0207,22.6028,16.1456,12.5988,1.9284,2.1968,4.308,3.052,6.6758,1.3863,0.2776,0.7498,0.0979,2.7145,4.621,8.15,0.9211,1.6206,6.4843,1.0151,2.787,3.1184,3.1276,2.2935,0.6339,1.0116,0.2422,29.5261,10.7643,184.5899,10.1606,12.2962,107.6852,137.2439,68.1136,134.3409,38.8398,19.2697,31.1725,32.6327,28.5009,4.096,0.7004,3.0725,1.3618,0.3126,0.905,0.8398,8.2344,1.924,2.822,3.4043,1.5153,0.755,5.8696,0.3261,0.9281,1.5747,0.2448,0.1456,65.9894,1.0134,47.3776,79.2229,0.8744,0.4525,301.95,9.4375,24.2353,500.5859,29.0089,1.0659,0.9128,204.1007,38.209,235.2117,185.6599,2.8675,0.4258,1.2412,2.262,52.8188,22.3296,0.39,32.0324,78.509,19.1347,0.289,4.3251,0.1338,0.2435,0.727,6.239,10.558,4.6407,0.6169,0.5404,0.6361,0.6304,0.2396,1.9039,0.3895,1.2149,0.3056,2.7831,3.9045,0.5242,5.6668,0.5627,143.3733,19.2142,1.8585,3.8905,1.3697,8.4494,0.7585,6.2535,79.8656,44.0441,1.8462,9.7138,0.1561,0.6313,7.8724,1.2556,0.8779,24.655,25.4384,17.8624,0.4079,0.1194,0.7209,1.3951,9.7606,3.8595,9.3238,2.6817,1.2958,0.2374,0.1941,0.5919,0.3108,0.5771,0.6676,1.075,6.0012,0.3139,0.2365,0.1285,0.2536,0.2715,0.1491
ZWFDEY0-E11,23.0802,8.7957,1576.818,39.9177,0.8079,0.0645,2.5453,0.3567,0.3891,3.8123,0.1935,1.2355,1.2304,6.3592,3.5334,0.864,2.4997,7.4261,1.0454,0.5081,6.5646,73.2607,14.5674,1.8387,2.8419,36.8418,1.4447,6.0864,30.4574,0.0503,0.1306,1.4847,0.7621,0.4886,0.1083,0.049,0.4091,0.0964,0.2645,0.3123,0.2929,0.096,0.0894,0.1005,8.1928,0.1944,15.4105,3.3195,5.097,6.4099,4.6599,3.8002,0.6645,0.6332,1.3697,1.0031,2.0729,0.442,0.0935,0.2352,0.0338,0.7881,1.4777,2.6509,0.3044,0.4713,1.9984,0.3127,0.9846,1.0455,0.9462,0.7279,0.2797,0.3765,0.0915,9.8678,3.0241,75.1209,3.4278,3.3277,44.5215,57.4847,28.1417,51.511,17.0463,7.4414,14.1079,15.1658,11.2012,1.7821,0.1911,1.3862,0.4849,0.1425,0.3353,0.2484,3.4076,0.8268,1.3079,1.6379,0.8095,0.3567,3.1032,0.1487,0.505,0.8395,0.0985,0.0816,29.2395,0.372,19.5819,37.7545,0.3324,0.1434,171.1546,4.5495,10.1318,286.777,14.9841,0.3794,0.3757,126.792,22.7745,145.0504,116.9933,1.483,0.2719,0.5302,0.9343,33.4319,15.8859,0.1747,21.0678,54.0099,11.8237,0.1903,2.304,0.0725,0.0762,0.2649,4.5364,7.6614,2.3629,0.4387,0.3036,0.3357,0.2752,0.0993,0.9178,0.22,0.8177,0.1726,1.3957,2.0004,0.2941,3.0076,0.3329,100.7092,12.1767,1.034,2.2332,0.6612,4.2801,0.4503,3.5683,59.5876,32.4622,1.2111,5.5477,0.1116,0.2896,4.8247,0.7918,0.5248,18.0222,18.1668,13.801,0.3131,0.096,0.3032,1.2128,6.1924,3.2111,7.937,2.2435,1.008,0.1722,0.1916,0.3436,0.1771,0.3032,0.5079,0.8037,4.592,0.4832,0.3337,0.2365,0.1277,0.1553,0.255
